Ticker,Name,Size,Sector,Industry
DOC,Physicians Realty Trust,Small,Financials,Real Estate Investment Trusts (REITs)
PDM,Piedmont Office Realty Trust Inc,Small,Financials,Real Estate Investment Trusts (REITs)
PPS,Post Properties Inc,Small,Financials,Real Estate Investment Trusts (REITs)
PCH,Potlatch Corp,Small,Financials,Real Estate Investment Trusts (REITs)
PLD,Prologis Inc,Large,Financials,Real Estate Investment Trusts (REITs)
PSB,PS Business Parks Inc,Small,Financials,Real Estate Investment Trusts (REITs)
PSA,Public Storage,Large,Financials,Real Estate Investment Trusts (REITs)
QTS,QTS Realty Trust Inc,Small,Financials,Real Estate Investment Trusts (REITs)
RPT,Ramco-Gershenson Properties Trust,Small,Financials,Real Estate Investment Trusts (REITs)
RYN,Rayonier Inc,Small,Financials,Real Estate Investment Trusts (REITs)
O,Realty Income Corp,Mid,Financials,Real Estate Investment Trusts (REITs)
REG,Regency Centers Corp,Mid,Financials,Real Estate Investment Trusts (REITs)
ROIC,Retail Opportunity Investments Corp,Small,Financials,Real Estate Investment Trusts (REITs)
RPAI,Retail Properties of America Inc,Mid,Financials,Real Estate Investment Trusts (REITs)
RLJ,RLJ Lodging Trust,Small,Financials,Real Estate Investment Trusts (REITs)
RSE,Rouse Properties Inc,Small,Financials,Real Estate Investment Trusts (REITs)
RHP,Ryman Hospitality Properties Inc,Small,Financials,Real Estate Investment Trusts (REITs)
SBRA,Sabra Health Care REIT Inc,Small,Financials,Real Estate Investment Trusts (REITs)
BFS,Saul Centers Inc,Small,Financials,Real Estate Investment Trusts (REITs)
SIR,Select Income Reit,Small,Financials,Real Estate Investment Trusts (REITs)
SNH,Senior Housing Properties Trust,Mid,Financials,Real Estate Investment Trusts (REITs)
SRG,Seritage Growth Properties,Small,Financials,Real Estate Investment Trusts (REITs)
SPG,Simon Property Group Inc,Large,Financials,Real Estate Investment Trusts (REITs)
SLG,SL Green Realty Corp,Mid,Financials,Real Estate Investment Trusts (REITs)
SSS,Sovran Self Storage Inc,Mid,Financials,Real Estate Investment Trusts (REITs)
SRC,Spirit Realty Capital Inc,Mid,Financials,Real Estate Investment Trusts (REITs)
STAG,STAG Industrial Inc,Small,Financials,Real Estate Investment Trusts (REITs)
STWD,Starwood Property Trust Inc,Mid,Financials,Real Estate Investment Trusts (REITs)
STOR,Store Capital Corp,Mid,Financials,Real Estate Investment Trusts (REITs)
SUI,Sun Communities Inc,Mid,Financials,Real Estate Investment Trusts (REITs)
SHO,Sunstone Hotel Investors Inc,Small,Financials,Real Estate Investment Trusts (REITs)
SKT,Tanger Factory Outlet Centers Inc,Small,Financials,Real Estate Investment Trusts (REITs)
TCO,Taubman Centers Inc,Mid,Financials,Real Estate Investment Trusts (REITs)
TRNO,Terreno Realty Corp,Small,Financials,Real Estate Investment Trusts (REITs)
TWO,Two Harbors Investment Corp,Small,Financials,Real Estate Investment Trusts (REITs)
UDR,UDR Inc,Mid,Financials,Real Estate Investment Trusts (REITs)
UE,Urban Edge Properties,Small,Financials,Real Estate Investment Trusts (REITs)
VTR,Ventas Inc,Large,Financials,Real Estate Investment Trusts (REITs)
VER,Vereit Inc,Mid,Financials,Real Estate Investment Trusts (REITs)
VNO,Vornado Realty Trust,Mid,Financials,Real Estate Investment Trusts (REITs)
WPC,W. P. Carey Inc,Mid,Financials,Real Estate Investment Trusts (REITs)
WRE,Washington Real Estate Investment Trust,Small,Financials,Real Estate Investment Trusts (REITs)
WRI,Weingarten Realty Investors,Mid,Financials,Real Estate Investment Trusts (REITs)
HCN,Welltower Inc,Large,Financials,Real Estate Investment Trusts (REITs)
WY,Weyerhaeuser Co,Large,Financials,Real Estate Investment Trusts (REITs)
WPG,WP Glimcher Inc,Small,Financials,Real Estate Investment Trusts (REITs)
XHR,Xenia Hotels & Resorts Inc,Small,Financials,Real Estate Investment Trusts (REITs)
ALEX,Alexander & Baldwin Inc,Small,Financials,Real Estate Development
BAM,Brookfield Asset Management Inc,Large,Financials,Real Estate Development
BPY,Brookfield Property Partners LP,Mid,Financials,Real Estate Development
CBG,CBRE Group Inc,Mid,Financials,Real Estate Development
CIGI,Colliers International Group Inc,Small,Financials,Real Estate Development
HHC,Howard Hughes Corp,Mid,Financials,Real Estate Development
JLL,Jones Lang LaSalle Inc,Mid,Financials,Real Estate Development
KW,Kennedy-Wilson Holdings Inc,Small,Financials,Real Estate Development
RLGY,Realogy Holdings Corp,Mid,Financials,Real Estate Development
JOE,St. Joe Co,Small,Financials,Real Estate Development
AF,Astoria Financial Corp,Small,Financials,Mortgage Finance
BOFI,BofI Holding Inc,Small,Financials,Mortgage Finance
CFFN,Capitol Federal Financial Inc,Small,Financials,Mortgage Finance
ESNT,Essent Group Ltd,Small,Financials,Mortgage Finance
EVER,EverBank Financial Corp,Small,Financials,Mortgage Finance
FBC,Flagstar Bancorp Inc,Small,Financials,Mortgage Finance
KRNY,Kearny Financial Corp,Small,Financials,Mortgage Finance
TREE,LendingTree Inc,Small,Financials,Mortgage Finance
MTG,MGIC Investment Corp,Small,Financials,Mortgage Finance
NSM,Nationstar Mortgage Holdings Inc,Small,Financials,Mortgage Finance
NYCB,New York Community Bancorp Inc,Mid,Financials,Mortgage Finance
NWBI,Northwest Bancshares Inc,Small,Financials,Mortgage Finance
PFS,Provident Financial Services Inc,Small,Financials,Mortgage Finance
RDN,Radian Group Inc,Small,Financials,Mortgage Finance
TFSL,TFS Financial Corp,Mid,Financials,Mortgage Finance
WAFD,Washington Federal Inc,Small,Financials,Mortgage Finance
ABBV,AbbVie Inc,Large,Health Care,Biotechnology
ACAD,ACADIA Pharmaceuticals Inc,Small,Health Care,Biotechnology
ACHN,Achillion Pharmaceuticals Inc,Small,Health Care,Biotechnology
ACOR,Acorda Therapeutics Inc,Small,Health Care,Biotechnology
AGIO,Agios Pharmaceuticals Inc,Small,Health Care,Biotechnology
ALDR,Alder Biopharmaceuticals Inc,Small,Health Care,Biotechnology
ALXN,Alexion Pharmaceuticals Inc,Large,Health Care,Biotechnology
ALKS,Alkermes Plc,Mid,Health Care,Biotechnology
ALNY,Alnylam Pharmaceuticals Inc,Mid,Health Care,Biotechnology
ALSE,Alseres Pharmaceuticals Inc,Small,Health Care,Biotechnology
AMGN,Amgen Inc,Large,Health Care,Biotechnology
FOLD,Amicus Therapeutics Inc,Small,Health Care,Biotechnology
ANAC,Anacor Pharmaceuticals Inc,Small,Health Care,Biotechnology
ARIA,ARIAD Pharmaceuticals Inc,Small,Health Care,Biotechnology
AXON,Axovant Sciences Ltd,Small,Health Care,Biotechnology
BXLT,Baxalta Inc,Large,Health Care,Biotechnology
BIIB,Biogen Inc,Large,Health Care,Biotechnology
BMRN,Biomarin Pharmaceutical Inc,Mid,Health Care,Biotechnology
BLUE,bluebird bio Inc,Small,Health Care,Biotechnology
CELG,Celgene Corp,Large,Health Care,Biotechnology
CPHD,Cepheid,Small,Health Care,Biotechnology
CBPO,China Biologic Products Inc,Small,Health Care,Biotechnology
EDIT,Editas Medicine Inc,Small,Health Care,Biotechnology
EBS,Emergent BioSolutions Inc,Small,Health Care,Biotechnology
FGEN,FibroGen Inc,Small,Health Care,Biotechnology
FPRX,Five Prime Therapeutics Inc,Small,Health Care,Biotechnology
GILD,Gilead Sciences Inc,Large,Health Care,Biotechnology
HALO,Halozyme Therapeutics Inc,Small,Health Care,Biotechnology
INCY,Incyte Corp,Mid,Health Care,Biotechnology
INSY,INSYS Therapeutics Inc,Small,Health Care,Biotechnology
ICPT,Intercept Pharmaceuticals Inc,Small,Health Care,Biotechnology
XON,Intrexon Corp,Mid,Health Care,Biotechnology
IONS,Ionis Pharmaceuticals Inc,Mid,Health Care,Biotechnology
IRWD,Ironwood Pharmaceuticals Inc,Small,Health Care,Biotechnology
JUNO,Juno Therapeutics Inc,Mid,Health Care,Biotechnology
KITE,Kite Pharma Inc,Small,Health Care,Biotechnology
LXRX,Lexicon Pharmaceuticals Inc,Small,Health Care,Biotechnology
LGND,Ligand Pharmaceuticals Inc,Small,Health Care,Biotechnology
MDVN,Medivation Inc,Mid,Health Care,Biotechnology
MYGN,Myriad Genetics Inc,Small,Health Care,Biotechnology
NBIX,Neurocrine Biosciences Inc,Mid,Health Care,Biotechnology
NVAX,Novavax Inc,Small,Health Care,Biotechnology
OPHT,Ophthotech Corp,Small,Health Care,Biotechnology
OPK,OPKO Health Inc,Mid,Health Care,Biotechnology
PTLA,Portola Pharmaceuticals Inc,Small,Health Care,Biotechnology
PRTA,Prothena Corporation PLC,Small,Health Care,Biotechnology
RDUS,Radius Health Inc,Small,Health Care,Biotechnology
REGN,Regeneron Pharmaceuticals Inc,Large,Health Care,Biotechnology
SAGE,SAGE Therapeutics Inc,Small,Health Care,Biotechnology
SGEN,Seattle Genetics Inc,Mid,Health Care,Biotechnology
MCRB,Seres Therapeutics Inc,Small,Health Care,Biotechnology
TSRO,TESARO Inc,Small,Health Care,Biotechnology
RARE,Ultragenyx Pharmaceutical Inc,Small,Health Care,Biotechnology
UTHR,United Therapeutics Corp,Mid,Health Care,Biotechnology
VRTX,Vertex Pharmaceuticals Inc,Large,Health Care,Biotechnology
ABT,Abbott Laboratories,Large,Health Care,Healthcare Equipment
ABMD,Abiomed Inc,Mid,Health Care,Healthcare Equipment
ALR,Alere Inc,Mid,Health Care,Healthcare Equipment
ALGN,Align Technology Inc,Mid,Health Care,Healthcare Equipment
BAX,Baxter International Inc,Large,Health Care,Healthcare Equipment
BDX,Becton Dickinson and Co,Large,Health Care,Healthcare Equipment
BSX,Boston Scientific Corp,Large,Health Care,Healthcare Equipment
BCR,C R Bard Inc,Mid,Health Care,Healthcare Equipment
CMN,Cantel Medical Corp,Small,Health Care,Healthcare Equipment
CNMD,Conmed Corp,Small,Health Care,Healthcare Equipment
COO,Cooper Companies Inc,Mid,Health Care,Healthcare Equipment
CYNO,Cynosure Inc,Small,Health Care,Healthcare Equipment
XRAY,Dentsply Sirona Inc,Mid,Health Care,Healthcare Equipment
DXCM,DexCom Inc,Mid,Health Care,Healthcare Equipment
EW,Edwards Lifesciences Corp,Large,Health Care,Healthcare Equipment
GMED,Globus Medical Inc,Small,Health Care,Healthcare Equipment
GB,Greatbatch Inc,Small,Health Care,Healthcare Equipment
HAE,Haemonetics Corp,Small,Health Care,Healthcare Equipment
HYH,Halyard Health Inc,Small,Health Care,Healthcare Equipment
HRC,Hill-Rom Holdings Inc,Small,Health Care,Healthcare Equipment
HOLX,Hologic Inc,Mid,Health Care,Healthcare Equipment
ICUI,ICU Medical Inc,Small,Health Care,Healthcare Equipment
IDXX,IDEXX Laboratories Inc,Mid,Health Care,Healthcare Equipment
PODD,Insulet Corp,Small,Health Care,Healthcare Equipment
IART,Integra LifeSciences Holdings Corp,Small,Health Care,Healthcare Equipment
ISRG,Intuitive Surgical Inc,Large,Health Care,Healthcare Equipment
MASI,Masimo Corp,Small,Health Care,Healthcare Equipment
BABY,Natus Medical Inc,Small,Health Care,Healthcare Equipment
NEOG,Neogen Corp,Small,Health Care,Healthcare Equipment
NVRO,Nevro Corp,Small,Health Care,Healthcare Equipment
NVCR,Novocure Ltd,Small,Health Care,Healthcare Equipment
NUVA,NuVasive Inc,Small,Health Care,Healthcare Equipment
PEN,Penumbra Inc,Small,Health Care,Healthcare Equipment
RMD,ResMed Inc,Mid,Health Care,Healthcare Equipment
STJ,St. Jude Medical Inc,Mid,Health Care,Healthcare Equipment
STE,STERIS plc,Mid,Health Care,Healthcare Equipment
SYK,Stryker Corp,Large,Health Care,Healthcare Equipment
TFX,Teleflex Inc,Mid,Health Care,Healthcare Equipment
VAR,Varian Medical Systems Inc,Mid,Health Care,Healthcare Equipment
WST,West Pharmaceutical Services Inc,Mid,Health Care,Healthcare Equipment
ZLTQ,ZELTIQ Aesthetics Inc,Small,Health Care,Healthcare Equipment
ZBH,Zimmer Biomet Holdings Inc,Large,Health Care,Healthcare Equipment
ACHC,Acadia Healthcare Company Inc,Mid,Health Care,Healthcare Providers
ADPT,Adeptus Health Inc,Small,Health Care,Healthcare Providers
AET,Aetna Inc,Large,Health Care,Healthcare Providers
AIRM,Air Methods Corp,Small,Health Care,Healthcare Providers
AMED,Amedisys Inc,Small,Health Care,Healthcare Providers
ABC,AmerisourceBergen Corp,Large,Health Care,Healthcare Providers
AHS,AMN Healthcare Services Inc,Small,Health Care,Healthcare Providers
AMSG,AmSurg Corp,Mid,Health Care,Healthcare Providers
ANTM,Anthem Inc,Large,Health Care,Healthcare Providers
BKD,Brookdale Senior Living Inc,Small,Health Care,Healthcare Providers
CAH,Cardinal Health Inc,Large,Health Care,Healthcare Providers
CNC,Centene Corp,Mid,Health Care,Healthcare Providers
CHE,Chemed Corp,Small,Health Care,Healthcare Providers
CI,Cigna Corp,Large,Health Care,Healthcare Providers
CYH,Community Health Systems Inc,Small,Health Care,Healthcare Providers
DVA,DaVita HealthCare Partners Inc,Mid,Health Care,Healthcare Providers
DPLO,Diplomat Pharmacy Inc,Small,Health Care,Healthcare Providers
ENSG,Ensign Group Inc,Small,Health Care,Healthcare Providers
EVHC,Envision Healthcare Holdings Inc,Mid,Health Care,Healthcare Providers
EXAM,ExamWorks Group Inc,Small,Health Care,Healthcare Providers
ESRX,Express Scripts Holding Co,Large,Health Care,Healthcare Providers
HCA,HCA Holdings Inc,Large,Health Care,Healthcare Providers
HQY,HealthEquity Inc,Small,Health Care,Healthcare Providers
HLS,HealthSouth Corp,Small,Health Care,Healthcare Providers
HSIC,Henry Schein Inc,Mid,Health Care,Healthcare Providers
HUM,Humana Inc,Large,Health Care,Healthcare Providers
KND,Kindred Healthcare Inc,Small,Health Care,Healthcare Providers
LH,Laboratory Corporation of America Holdings,Mid,Health Care,Healthcare Providers
LPNT,LifePoint Health Inc,Small,Health Care,Healthcare Providers
MGLN,Magellan Health Inc,Small,Health Care,Healthcare Providers
MCK,McKesson Corp,Large,Health Care,Healthcare Providers
MD,MEDNAX Inc,Mid,Health Care,Healthcare Providers
MOH,Molina Healthcare Inc,Mid,Health Care,Healthcare Providers
OMI,Owens & Minor Inc,Small,Health Care,Healthcare Providers
PDCO,Patterson Companies Inc,Mid,Health Care,Healthcare Providers
PINC,Premier Inc,Mid,Health Care,Healthcare Providers
DGX,Quest Diagnostics Inc,Mid,Health Care,Healthcare Providers
SEM,Select Medical Holdings Corp,Small,Health Care,Healthcare Providers
SCAI,Surgical Care Affiliates Inc,Small,Health Care,Healthcare Providers
TMH,TeamHealth Holdings Inc,Small,Health Care,Healthcare Providers
THC,Tenet Healthcare Corp,Small,Health Care,Healthcare Providers
UNH,UnitedHealth Group Inc,Large,Health Care,Healthcare Providers
UHS,Universal Health Services Inc,Mid,Health Care,Healthcare Providers
WOOF,VCA Inc,Mid,Health Care,Healthcare Providers
WCG,WellCare Health Plans Inc,Mid,Health Care,Healthcare Providers
MDRX,Allscripts Healthcare Solutions Inc,Small,Health Care,Health Care Technology
ATHN,athenahealth Inc,Mid,Health Care,Health Care Technology
CERN,Cerner Corp,Large,Health Care,Health Care Technology
HMSY,HMS Holdings Corp,Small,Health Care,Health Care Technology
IMS,IMS Health Holdings Inc,Mid,Health Care,Health Care Technology
INOV,Inovalon Holdings Inc,Small,Health Care,Health Care Technology
MDSO,Medidata Solutions Inc,Small,Health Care,Health Care Technology
PGND,Press Ganey Holdings Inc,Small,Health Care,Health Care Technology
VEEV,Veeva Systems Inc,Small,Health Care,Health Care Technology
A,Agilent Technologies Inc,Mid,Health Care,Life Sciences
BIO,Bio Rad Laboratories Inc,Small,Health Care,Life Sciences
TECH,Bio-Techne Corp,Small,Health Care,Life Sciences
BRKR,Bruker Corp,Mid,Health Care,Life Sciences
CBM,Cambrex Corp,Small,Health Care,Life Sciences
CRL,Charles River Laboratories International Inc,Mid,Health Care,Life Sciences
ICLR,ICON PLC,Mid,Health Care,Life Sciences
ILMN,Illumina Inc,Large,Health Care,Life Sciences
INCR,INC Research Holdings Inc,Small,Health Care,Life Sciences
MTD,Mettler-Toledo International Inc,Mid,Health Care,Life Sciences
PRXL,PAREXEL International Corp,Small,Health Care,Life Sciences
PKI,PerkinElmer Inc,Mid,Health Care,Life Sciences
PRAH,PRA Health Sciences Inc,Small,Health Care,Life Sciences
QGEN,Qiagen NV,Mid,Health Care,Life Sciences
Q,Quintiles Transnational Holdings Inc,Mid,Health Care,Life Sciences
TMO,Thermo Fisher Scientific Inc,Large,Health Care,Life Sciences
VWR,VWR Corp,Small,Health Care,Life Sciences
WAT,Waters Corp,Mid,Health Care,Life Sciences
AKRX,Akorn Inc,Small,Health Care,Pharmaceuticals
AGN,Allergan plc,Large,Health Care,Pharmaceuticals
BMY,Bristol-Myers Squibb Co,Large,Health Care,Pharmaceuticals
CTLT,Catalent Inc,Small,Health Care,Pharmaceuticals
LLY,Eli Lilly and Co,Large,Health Care,Pharmaceuticals
ENDP,Endo International PLC,Mid,Health Care,Pharmaceuticals
IPXL,Impax Laboratories Inc,Small,Health Care,Pharmaceuticals
INVA,Innoviva Inc,Small,Health Care,Pharmaceuticals
ITCI,Intra-Cellular Therapies Inc,Small,Health Care,Pharmaceuticals
JAZZ,Jazz Pharmaceuticals PLC,Mid,Health Care,Pharmaceuticals
JNJ,Johnson & Johnson,Large,Health Care,Pharmaceuticals
MNK,Mallinckrodt Plc,Mid,Health Care,Pharmaceuticals
MDCO,Medicines Co,Small,Health Care,Pharmaceuticals
MRK,Merck & Co Inc,Large,Health Care,Pharmaceuticals
NKTR,Nektar Therapeutics,Small,Health Care,Pharmaceuticals
PCRX,Pacira Pharmaceuticals Inc,Small,Health Care,Pharmaceuticals
PRGO,Perrigo Company PLC,Mid,Health Care,Pharmaceuticals
PFE,Pfizer Inc,Large,Health Care,Pharmaceuticals
PAHC,Phibro Animal Health Corp,Small,Health Care,Pharmaceuticals
PBH,Prestige Brands Holdings Inc,Small,Health Care,Pharmaceuticals
TARO,Taro Pharmaceutical Industries Ltd,Mid,Health Care,Pharmaceuticals
TXMD,TherapeuticsMD Inc,Small,Health Care,Pharmaceuticals
VRX,Valeant Pharmaceuticals International Inc,Mid,Health Care,Pharmaceuticals
ZTS,Zoetis Inc,Large,Health Care,Pharmaceuticals
AJRD,Aerojet Rocketdyne Holdings Inc,Small,Industrials,Aerospace & Defense
BEAV,B/E Aerospace Inc,Mid,Industrials,Aerospace & Defense
BA,Boeing Co,Large,Industrials,Aerospace & Defense
BWXT,BWX Technologies Inc,Small,Industrials,Aerospace & Defense
CAE,CAE Inc,Small,Industrials,Aerospace & Defense
CUB,Cubic Corp,Small,Industrials,Aerospace & Defense
CW,Curtiss-Wright Corp,Small,Industrials,Aerospace & Defense
DGI,DigitalGlobe Inc,Small,Industrials,Aerospace & Defense
ESLT,Elbit Systems Ltd,Mid,Industrials,Aerospace & Defense
ESL,Esterline Technologies Corp,Small,Industrials,Aerospace & Defense
GD,General Dynamics Corp,Large,Industrials,Aerospace & Defense
HEI,Heico Corp,Small,Industrials,Aerospace & Defense
HXL,Hexcel Corp,Mid,Industrials,Aerospace & Defense
HON,Honeywell International Inc,Large,Industrials,Aerospace & Defense
HII,Huntington Ingalls Industries Inc,Mid,Industrials,Aerospace & Defense
KLXI,KLX Inc,Small,Industrials,Aerospace & Defense
LLL,L-3 Communications Holdings Inc,Mid,Industrials,Aerospace & Defense
LMT,Lockheed Martin Corp,Large,Industrials,Aerospace & Defense
NOC,NORTHROP GRUMMAN CORP,Large,Industrials,Aerospace & Defense
OA,Orbital ATK Inc,Mid,Industrials,Aerospace & Defense
RTN,Raytheon Co,Large,Industrials,Aerospace & Defense
COL,Rockwell Collins Inc,Mid,Industrials,Aerospace & Defense
SPR,Spirit AeroSystems Holdings Inc,Mid,Industrials,Aerospace & Defense
TASR,TASER International Inc,Small,Industrials,Aerospace & Defense
TDY,Teledyne Technologies Inc,Small,Industrials,Aerospace & Defense
TXT,Textron Inc,Mid,Industrials,Aerospace & Defense
TDG,TransDigm Group Inc,Mid,Industrials,Aerospace & Defense
TGI,Triumph Group Inc,Small,Industrials,Aerospace & Defense
UTX,United Technologies Corp,Large,Industrials,Aerospace & Defense
CHRW,C.H. Robinson Worldwide Inc,Mid,Industrials,Logistics
EXPD,Expeditors International of Washington Inc,Mid,Industrials,Logistics
FDX,FedEx Corp,Large,Industrials,Logistics
FWRD,Forward Air Corp,Small,Industrials,Logistics
HUBG,Hub Group Inc,Small,Industrials,Logistics
UPS,United Parcel Service Inc,Large,Industrials,Logistics
XPO,XPO Logistics Inc,Small,Industrials,Logistics
ALK,Alaska Air Group Inc,Mid,Industrials,Airlines
ALGT,Allegiant Travel Co,Small,Industrials,Airlines
AAL,American Airlines Group Inc,Large,Industrials,Airlines
CPA,Copa Holdings SA,Small,Industrials,Airlines
DAL,Delta Air Lines Inc,Large,Industrials,Airlines
HA,Hawaiian Holdings Inc,Small,Industrials,Airlines
JBLU,JetBlue Airways Corp,Mid,Industrials,Airlines
LUV,Southwest Airlines Co,Large,Industrials,Airlines
SAVE,Spirit Airlines Inc,Small,Industrials,Airlines
UAL,United Continental Holdings Inc,Large,Industrials,Airlines
VA,Virgin America Inc,Small,Industrials,Airlines
AOS,A. O. Smith Corp,Mid,Industrials,Building Products
AAON,AAON Inc,Small,Industrials,Building Products
WMS,Advanced Drainage Systems Inc,Small,Industrials,Building Products
ALLE,Allegion PLC,Mid,Industrials,Building Products
AMWD,American Woodmark Corp,Small,Industrials,Building Products
APOG,Apogee Enterprises Inc,Small,Industrials,Building Products
AWI,Armstrong World Industries Inc,Small,Industrials,Building Products
BLDR,Builders FirstSource Inc,Small,Industrials,Building Products
CSTE,Caesarstone Sdot-Yam Ltd,Small,Industrials,Building Products
FBHS,Fortune Brands Home & Security Inc,Mid,Industrials,Building Products
LII,Lennox International Inc,Mid,Industrials,Building Products
MAS,Masco Corp,Mid,Industrials,Building Products
DOOR,Masonite International Corp,Small,Industrials,Building Products
NCS,NCI Building Systems Inc,Small,Industrials,Building Products
OC,Owens Corning,Mid,Industrials,Building Products
SSD,Simpson Manufacturing Co Inc,Small,Industrials,Building Products
TREX,Trex Co Inc,Small,Industrials,Building Products
UFPI,Universal Forest Products Inc,Small,Industrials,Building Products
USG,USG Corp,Mid,Industrials,Building Products
ABM,ABM Industries Inc,Small,Industrials,Commercial Services
ADT,ADT Corp,Mid,Industrials,Commercial Services
BRC,Brady Corp,Small,Industrials,Commercial Services
BCO,Brinks Co,Small,Industrials,Commercial Services
CTAS,Cintas Corp,Mid,Industrials,Commercial Services
CLH,Clean Harbors Inc,Small,Industrials,Commercial Services
CPRT,Copart Inc,Mid,Industrials,Commercial Services
CVA,Covanta Holding Corp,Small,Industrials,Commercial Services
DLX,Deluxe Corp,Small,Industrials,Commercial Services
ESND,Essendant Inc,Small,Industrials,Commercial Services
GK,G&K Services Inc,Small,Industrials,Commercial Services
HCSG,Healthcare Services Group Inc,Small,Industrials,Commercial Services
MLHR,Herman Miller Inc,Small,Industrials,Commercial Services
HNI,HNI Corp,Small,Industrials,Commercial Services
TILE,Interface Inc,Small,Industrials,Commercial Services
KAR,KAR Auction Services Inc,Mid,Industrials,Commercial Services
KNL,Knoll Inc,Small,Industrials,Commercial Services
MATW,Matthews International Corp,Small,Industrials,Commercial Services
MINI,Mobile Mini Inc,Small,Industrials,Commercial Services
MSA,MSA Safety Inc,Small,Industrials,Commercial Services
PBI,Pitney Bowes Inc,Mid,Industrials,Commercial Services
BIN,Progressive Waste Solutions Ltd,Small,Industrials,Commercial Services
RSG,Republic Services Inc,Mid,Industrials,Commercial Services
RBA,Ritchie Bros. Auctioneers Inc,Small,Industrials,Commercial Services
ROL,Rollins Inc,Mid,Industrials,Commercial Services
RRD,RR Donnelley & Sons Co,Small,Industrials,Commercial Services
SCS,Steelcase Inc,Small,Industrials,Commercial Services
SRCL,Stericycle Inc,Mid,Industrials,Commercial Services
TTEK,Tetra Tech Inc,Small,Industrials,Commercial Services
TYC,Tyco International PLC,Mid,Industrials,Commercial Services
UNF,UniFirst Corp,Small,Industrials,Commercial Services
WCN,Waste Connections Inc,Mid,Industrials,Commercial Services
WM,Waste Management Inc,Large,Industrials,Commercial Services
WSTC,West Corp,Small,Industrials,Commercial Services
ACM,AECOM Technology Corp,Mid,Industrials,Construction & Engineering
ARCAY,Arcadis NV,Small,Industrials,Construction & Engineering
CBI,Chicago Bridge & Iron Company NV,Mid,Industrials,Construction & Engineering
FIX,Comfort Systems USA Inc,Small,Industrials,Construction & Engineering
DY,Dycom Industries Inc,Small,Industrials,Construction & Engineering
EME,EMCOR Group Inc,Small,Industrials,Construction & Engineering
FLR,Fluor Corp,Mid,Industrials,Construction & Engineering
GVA,Granite Construction Inc,Small,Industrials,Construction & Engineering
JEC,Jacobs Engineering Group Inc,Mid,Industrials,Construction & Engineering
KBR,KBR Inc,Small,Industrials,Construction & Engineering
MTZ,MasTec Inc,Small,Industrials,Construction & Engineering
PRIM,Primoris Services Corp,Small,Industrials,Construction & Engineering
PWR,Quanta Services Inc,Mid,Industrials,Construction & Engineering
VMI,Valmont Industries Inc,Small,Industrials,Construction & Engineering
AYI,Acuity Brands Inc,Mid,Industrials,Electrical Equipment
AME,Ametek Inc,Mid,Industrials,Electrical Equipment
AZZ,AZZ Inc,Small,Industrials,Electrical Equipment
BW,Babcock & Wilcox Enterprises Inc,Small,Industrials,Electrical Equipment
ETN,Eaton Corporation PLC,Large,Industrials,Electrical Equipment
EMR,Emerson Electric Co,Large,Industrials,Electrical Equipment
ENS,EnerSys,Small,Industrials,Electrical Equipment
FELE,Franklin Electric Co Inc,Small,Industrials,Electrical Equipment
GNRC,Generac Holdings Inc,Small,Industrials,Electrical Equipment
HUBB,Hubbell Inc,Mid,Industrials,Electrical Equipment
RBC,Regal Beloit Corp,Small,Industrials,Electrical Equipment
ROK,Rockwell Automation Inc,Mid,Industrials,Electrical Equipment
ST,Sensata Technologies Holding NV,Mid,Industrials,Electrical Equipment
SCTY,SolarCity Corp,Small,Industrials,Electrical Equipment
MMM,3M Co,Large,Industrials,Industrial Conglomerates
CSL,Carlisle Companies Inc,Mid,Industrials,Industrial Conglomerates
DHR,Danaher Corp,Large,Industrials,Industrial Conglomerates
GE,General Electric Co,Large,Industrials,Industrial Conglomerates
IEP,Icahn Enterprises LP,Mid,Industrials,Industrial Conglomerates
PHG,Koninklijke Philips NV,Large,Industrials,Industrial Conglomerates
ROP,Roper Technologies Inc,Large,Industrials,Industrial Conglomerates
ATU,Actuant Corp,Small,Industrials,Machinery
AGCO,AGCO Corp,Mid,Industrials,Machinery
AIN,Albany International Corp,Small,Industrials,Machinery
ALSN,Allison Transmission Holdings Inc,Mid,Industrials,Machinery
ASTE,Astec Industries Inc,Small,Industrials,Machinery
B,Barnes Group Inc,Small,Industrials,Machinery
BGG,Briggs & Stratton Corp,Small,Industrials,Machinery
CAT,Caterpillar Inc,Large,Industrials,Machinery
CLC,CLARCOR Inc,Small,Industrials,Machinery
CNHI,CNH Industrial NV,Mid,Industrials,Machinery
CFX,Colfax Corp,Mid,Industrials,Machinery
CR,Crane Co,Small,Industrials,Machinery
CMI,Cummins Inc,Large,Industrials,Machinery
DE,Deere & Co,Large,Industrials,Machinery
DCI,Donaldson Company Inc,Mid,Industrials,Machinery
DOV,Dover Corp,Mid,Industrials,Machinery
NPO,EnPro Industries Inc,Small,Industrials,Machinery
FLS,Flowserve Corp,Mid,Industrials,Machinery
GGG,Graco Inc,Mid,Industrials,Machinery
HI,Hillenbrand Inc,Small,Industrials,Machinery
HY,Hyster-Yale Materials Handling Inc,Small,Industrials,Machinery
IEX,IDEX Corp,Mid,Industrials,Machinery
ITW,Illinois Tool Works Inc,Large,Industrials,Machinery
IR,Ingersoll-Rand PLC,Mid,Industrials,Machinery
ITT,ITT Corp,Small,Industrials,Machinery
