Ticker,Name,Size,Sector,Industry
CVI,CVR Energy Inc,Small,Energy,Oil & Gas
CVRR,CVR Refining LP,Small,Energy,Oil & Gas
DPM,DCP Midstream Partners LP,Small,Energy,Oil & Gas
DVN,Devon Energy Corp,Mid,Energy,Oil & Gas
FANG,Diamondback Energy Inc,Mid,Energy,Oil & Gas
DM,Dominion Midstream Partners LP,Small,Energy,Oil & Gas
ENBL,Enable Midstream Partners LP,Small,Energy,Oil & Gas
EEQ,Enbridge Energy Management LLC,Small,Energy,Oil & Gas
EEP,Enbridge Energy Partners LP,Mid,Energy,Oil & Gas
ENB,Enbridge Inc,Large,Energy,Oil & Gas
ECA,Encana Corporation,Mid,Energy,Oil & Gas
EGN,Energen Corp,Mid,Energy,Oil & Gas
ETE,Energy Transfer Equity LP,Mid,Energy,Oil & Gas
ETP,Energy Transfer Partners LP,Mid,Energy,Oil & Gas
ENLC,EnLink Midstream LLC,Small,Energy,Oil & Gas
ENLK,EnLink Midstream Partners LP,Mid,Energy,Oil & Gas
EPD,Enterprise Products Partners LP,Large,Energy,Oil & Gas
EOG,EOG Resources Inc,Large,Energy,Oil & Gas
EPE,EP Energy Corp,Small,Energy,Oil & Gas
EQT,EQT Corp,Mid,Energy,Oil & Gas
EQGP,EQT GP Holdings LP,Mid,Energy,Oil & Gas
EQM,EQT Midstream Partners LP,Mid,Energy,Oil & Gas
XOM,Exxon Mobil Corp,Large,Energy,Oil & Gas
FRO,Frontline Ltd,Small,Energy,Oil & Gas
GEL,Genesis Energy LP,Small,Energy,Oil & Gas
GPOR,Gulfport Energy Corp,Small,Energy,Oil & Gas
HES,Hess Corp,Mid,Energy,Oil & Gas
HEP,Holly Energy Partners LP,Small,Energy,Oil & Gas
HFC,HollyFrontier Corp,Mid,Energy,Oil & Gas
IMO,Imperial Oil Ltd,Large,Energy,Oil & Gas
IOC,InterOil Corp,Small,Energy,Oil & Gas
KMI,Kinder Morgan Inc,Large,Energy,Oil & Gas
KOS,Kosmos Energy Ltd,Small,Energy,Oil & Gas
LPI,Laredo Petroleum Inc,Small,Energy,Oil & Gas
MMP,Magellan Midstream Partners LP,Mid,Energy,Oil & Gas
MRO,Marathon Oil Corp,Mid,Energy,Oil & Gas
MPC,Marathon Petroleum Corp,Large,Energy,Oil & Gas
MTDR,Matador Resources Co,Small,Energy,Oil & Gas
MRD,Memorial Resource Development Corp,Small,Energy,Oil & Gas
MPLX,MPLX LP,Mid,Energy,Oil & Gas
MUR,Murphy Oil Corp,Mid,Energy,Oil & Gas
NFX,Newfield Exploration Co,Mid,Energy,Oil & Gas
NBL,Noble Energy Inc,Mid,Energy,Oil & Gas
NAT,Nordic American Tanker Ltd,Small,Energy,Oil & Gas
NTI,Northern Tier Energy LP,Small,Energy,Oil & Gas
NS,NuStar Energy LP,Small,Energy,Oil & Gas
OAS,Oasis Petroleum Inc,Small,Energy,Oil & Gas
OXY,Occidental Petroleum Corp,Large,Energy,Oil & Gas
OKE,ONEOK Inc,Mid,Energy,Oil & Gas
OKS,ONEOK Partners LP,Mid,Energy,Oil & Gas
PE,Parsley Energy Inc,Mid,Energy,Oil & Gas
PBF,PBF Energy Inc,Small,Energy,Oil & Gas
PDCE,PDC Energy Inc,Small,Energy,Oil & Gas
PSX,Phillips 66,Large,Energy,Oil & Gas
PSXP,Phillips 66 Partners LP,Mid,Energy,Oil & Gas
PXD,Pioneer Natural Resources Co,Large,Energy,Oil & Gas
PAA,Plains All American Pipeline LP,Mid,Energy,Oil & Gas
PAGP,Plains GP Holdings LP,Mid,Energy,Oil & Gas
QEP,QEP Resources Inc,Small,Energy,Oil & Gas
RRC,Range Resources Corp,Mid,Energy,Oil & Gas
RICE,Rice Energy Inc,Small,Energy,Oil & Gas
RMP,Rice Midstream Partners LP,Small,Energy,Oil & Gas
RSPP,RSP Permian Inc,Small,Energy,Oil & Gas
SHLX,Shell Midstream Partners LP,Mid,Energy,Oil & Gas
SFL,Ship Finance International Ltd,Small,Energy,Oil & Gas
SM,SM Energy Co,Small,Energy,Oil & Gas
SWN,Southwestern Energy Co,Small,Energy,Oil & Gas
SE,Spectra Energy Corp,Large,Energy,Oil & Gas
SEP,Spectra Energy Partners LP,Mid,Energy,Oil & Gas
SMLP,Summit Midstream Partners LP,Small,Energy,Oil & Gas
SU,Suncor Energy Inc,Large,Energy,Oil & Gas
SXL,Sunoco Logistics Partners LP,Mid,Energy,Oil & Gas
SUN,Sunoco LP,Small,Energy,Oil & Gas
TEGP,Tallgrass Energy GP LP,Small,Energy,Oil & Gas
TEP,Tallgrass Energy Partners LP,Small,Energy,Oil & Gas
TRGP,Targa Resources Corp,Mid,Energy,Oil & Gas
TCP,TC PipeLines LP,Small,Energy,Oil & Gas
TSO,Tesoro Corp,Mid,Energy,Oil & Gas
TLLP,Tesoro Logistics LP,Mid,Energy,Oil & Gas
TRP,TransCanada Corp,Large,Energy,Oil & Gas
VLO,Valero Energy Corp,Large,Energy,Oil & Gas
VLP,Valero Energy Partners LP,Small,Energy,Oil & Gas
VNOM,Viper Energy Partners LP,Small,Energy,Oil & Gas
WGP,Western Gas Equity Partners LP,Mid,Energy,Oil & Gas
WES,Western Gas Partners LP,Mid,Energy,Oil & Gas
WNR,Western Refining Inc,Small,Energy,Oil & Gas
WNRL,Western Refining Logistics LP,Small,Energy,Oil & Gas
WLL,Whiting Petroleum Corp,Small,Energy,Oil & Gas
WMB,Williams Companies Inc,Mid,Energy,Oil & Gas
WPZ,Williams Partners LP,Mid,Energy,Oil & Gas
INT,World Fuel Services Corp,Small,Energy,Oil & Gas
WPX,WPX Energy Inc,Small,Energy,Oil & Gas
ASB,Associated Banc-Corp,Small,Financials,Banks
BXS,BancorpSouth Inc,Small,Financials,Banks
BAC,Bank of America Corp,Large,Financials,Banks
BOH,Bank of Hawaii Corp,Small,Financials,Banks
BMO,Bank of Montreal,Large,Financials,Banks
BNS,Bank of Nova Scotia,Large,Financials,Banks
OZRK,Bank of The Ozarks Inc,Mid,Financials,Banks
BKU,BankUnited Inc,Mid,Financials,Banks
BANR,Banner Corp,Small,Financials,Banks
BBT,BB&T Corp,Large,Financials,Banks
BBCN,BBCN Bancorp Inc,Small,Financials,Banks
BOKF,BOK Financial Corp,Small,Financials,Banks
CM,Canadian Imperial Bank of Commerce,Large,Financials,Banks
CBF,Capital Bank Financial Corp,Small,Financials,Banks
CATY,Cathay General Bancorp,Small,Financials,Banks
CHFC,Chemical Financial Corp,Small,Financials,Banks
CIT,CIT Group Inc,Mid,Financials,Banks
C,Citigroup Inc,Large,Financials,Banks
CFG,Citizens Financial Group Inc,Mid,Financials,Banks
COLB,Columbia Banking System Inc,Small,Financials,Banks
CMA,Comerica Inc,Mid,Financials,Banks
CBSH,Commerce Bancshares Inc,Mid,Financials,Banks
CBU,Community Bank System Inc,Small,Financials,Banks
BAP,Credicorp Ltd,Mid,Financials,Banks
CFR,Cullen/Frost Bankers Inc,Small,Financials,Banks
CVBF,CVB Financial Corp,Small,Financials,Banks
EGBN,Eagle Bancorp Inc,Small,Financials,Banks
EWBC,East West Bancorp Inc,Mid,Financials,Banks
FNB,F.N.B. Corp,Small,Financials,Banks
FCB,FCB Financial Holdings Inc,Small,Financials,Banks
FITB,Fifth Third Bancorp,Mid,Financials,Banks
FCNCA,First Citizens BancShares Inc,Small,Financials,Banks
FFBC,First Financial Bancorp,Small,Financials,Banks
FFIN,First Financial Bankshares Inc,Small,Financials,Banks
FHN,First Horizon National Corp,Small,Financials,Banks
FIBK,First Interstate BancSystem Inc,Small,Financials,Banks
FMBI,First Midwest Bancorp Inc,Small,Financials,Banks
FNFG,First Niagara Financial Group Inc,Small,Financials,Banks
FRC,First Republic Bank,Mid,Financials,Banks
FMER,FirstMerit Corp,Small,Financials,Banks
FULT,Fulton Financial Corp,Small,Financials,Banks
GBCI,Glacier Bancorp Inc,Small,Financials,Banks
GWB,Great Western Bancorp Inc,Small,Financials,Banks
HBHC,Hancock Holding Co,Small,Financials,Banks
HTH,Hilltop Holdings Inc,Small,Financials,Banks
HOMB,Home BancShares Inc,Small,Financials,Banks
HBAN,Huntington Bancshares Inc,Mid,Financials,Banks
IBKC,IBERIABANK Corp,Small,Financials,Banks
INDB,Independent Bank Corp,Small,Financials,Banks
IBOC,International Bancshares Corp,Small,Financials,Banks
ISBC,Investors Bancorp Inc,Mid,Financials,Banks
JPM,JPMorgan Chase and Co,Large,Financials,Banks
KEY,KeyCorp,Mid,Financials,Banks
MTB,M&T Bank Corp,Mid,Financials,Banks
MBFI,MB Financial Inc,Small,Financials,Banks
NPBC,National Penn Bancshares Inc,Small,Financials,Banks
NBTB,NBT Bancorp Inc,Small,Financials,Banks
ONB,Old National Bancorp,Small,Financials,Banks
PACW,PacWest Bancorp,Mid,Financials,Banks
PRK,Park National Corp,Small,Financials,Banks
PBCT,People's United Financial Inc,Mid,Financials,Banks
PNFP,Pinnacle Financial Partners Inc,Small,Financials,Banks
PNC,PNC Financial Services Group Inc,Large,Financials,Banks
BPOP,Popular Inc,Small,Financials,Banks
PVTB,PrivateBancorp Inc,Small,Financials,Banks
PB,Prosperity Bancshares Inc,Small,Financials,Banks
RF,Regions Financial Corp,Mid,Financials,Banks
RNST,Renasant Corp,Small,Financials,Banks
RY,Royal Bank of Canada,Large,Financials,Banks
SFBS,ServisFirst Bancshares Inc,Small,Financials,Banks
SBNY,Signature Bank,Mid,Financials,Banks
SFNC,Simmons First National Corp,Small,Financials,Banks
SSB,South State Corp,Small,Financials,Banks
STL,Sterling Bancorp,Small,Financials,Banks
STI,SunTrust Banks Inc,Large,Financials,Banks
SIVB,SVB Financial Group,Mid,Financials,Banks
SNV,Synovus Financial Corp,Mid,Financials,Banks
TLMR,Talmer Bancorp Inc,Small,Financials,Banks
TCB,TCF Financial Corp,Small,Financials,Banks
TCBI,Texas Capital Bancshares Inc,Small,Financials,Banks
TD,Toronto-Dominion Bank,Large,Financials,Banks
TRMK,Trustmark Corp,Small,Financials,Banks
USB,U.S. Bancorp,Large,Financials,Banks
UMBF,UMB Financial Corp,Small,Financials,Banks
UMPQ,Umpqua Holdings Corp,Small,Financials,Banks
UBSH,Union Bankshares Corp,Small,Financials,Banks
UBSI,United Bankshares Inc,Small,Financials,Banks
UCBI,United Community Banks Inc,Small,Financials,Banks
VLY,Valley National Bancorp,Small,Financials,Banks
WBS,Webster Financial Corp,Small,Financials,Banks
WFC,Wells Fargo & Co,Large,Financials,Banks
WSBC,WesBanco Inc,Small,Financials,Banks
WABC,Westamerica Bancorp,Small,Financials,Banks
WAL,Western Alliance Bancorporation,Small,Financials,Banks
WTFC,Wintrust Financial Corp,Small,Financials,Banks
YDKN,Yadkin Financial Corp,Small,Financials,Banks
ZION,Zions Bancorporation,Mid,Financials,Banks
AMG,Affiliated Managers Group Inc,Mid,Financials,Capital Markets
AB,AllianceBernstein Holding LP,Small,Financials,Capital Markets
ACAS,American Capital Ltd,Mid,Financials,Capital Markets
AMP,Ameriprise Financial Inc,Mid,Financials,Capital Markets
APO,Apollo Global Management LLC,Small,Financials,Capital Markets
AINV,Apollo Investment Corp,Small,Financials,Capital Markets
ARCC,Ares Capital Corp,Mid,Financials,Capital Markets
ARES,Ares Management LP,Small,Financials,Capital Markets
APAM,Artisan Partners Asset Management Inc,Small,Financials,Capital Markets
BK,Bank of New York Mellon Corp,Large,Financials,Capital Markets
BGCP,BGC Partners Inc,Small,Financials,Capital Markets
BLK,BlackRock Inc,Large,Financials,Capital Markets
BX,Blackstone Group LP,Large,Financials,Capital Markets
CG,Carlyle Group LP,Mid,Financials,Capital Markets
SCHW,Charles Schwab Corp,Large,Financials,Capital Markets
CNS,Cohen & Steers Inc,Small,Financials,Capital Markets
DB,Deutsche Bank AG,Large,Financials,Capital Markets
ETFC,E*TRADE Financial Corp,Mid,Financials,Capital Markets
EV,Eaton Vance Corp,Mid,Financials,Capital Markets
EVR,Evercore Partners Inc,Small,Financials,Capital Markets
FII,Federated Investors Inc,Small,Financials,Capital Markets
FNGN,Financial Engines Inc,Small,Financials,Capital Markets
FIG,Fortress Investment Group LLC,Small,Financials,Capital Markets
BEN,Franklin Resources Inc,Large,Financials,Capital Markets
FSIC,FS Investment Corp,Small,Financials,Capital Markets
GBL,GAMCO Investors Inc,Small,Financials,Capital Markets
GS,Goldman Sachs Group Inc,Large,Financials,Capital Markets
HF,HFF Inc,Small,Financials,Capital Markets
HLI,Houlihan Lokey Inc,Small,Financials,Capital Markets
IBKR,Interactive Brokers Group Inc,Mid,Financials,Capital Markets
IVZ,Invesco Ltd,Mid,Financials,Capital Markets
JNS,Janus Capital Group Inc,Small,Financials,Capital Markets
KCG,KCG Holdings Inc,Small,Financials,Capital Markets
KKR,KKR & Co LP,Mid,Financials,Capital Markets
LAZ,Lazard Ltd,Mid,Financials,Capital Markets
LM,Legg Mason Inc,Mid,Financials,Capital Markets
LPLA,LPL Financial Holdings Inc,Small,Financials,Capital Markets
MAIN,Main Street Capital Corp,Small,Financials,Capital Markets
MC,Moelis & Co,Small,Financials,Capital Markets
MS,Morgan Stanley,Large,Financials,Capital Markets
NTRS,Northern Trust Corp,Mid,Financials,Capital Markets
NSAM,NorthStar Asset Management Group Inc,Small,Financials,Capital Markets
OAK,Oaktree Capital Group LLC,Mid,Financials,Capital Markets
OMAM,OM Asset Management PLC,Small,Financials,Capital Markets
PSEC,Prospect Capital Corp,Small,Financials,Capital Markets
RJF,Raymond James Financial Inc,Mid,Financials,Capital Markets
SEIC,SEI Investments Co,Mid,Financials,Capital Markets
STT,State Street Corp,Large,Financials,Capital Markets
SF,Stifel Financial Corp,Small,Financials,Capital Markets
TROW,T. Rowe Price Group Inc,Large,Financials,Capital Markets
AMTD,TD Ameritrade Holding Corp,Mid,Financials,Capital Markets
UBS,UBS Group AG,Large,Financials,Capital Markets
VIRT,Virtu Financial Inc,Small,Financials,Capital Markets
WDR,Waddell & Reed Financial Inc,Small,Financials,Capital Markets
WETF,WisdomTree Investments Inc,Small,Financials,Capital Markets
ALLY,Ally Financial Inc,Mid,Financials,Consumer Finance
AXP,American Express Co,Large,Financials,Consumer Finance
COF,Capital One Financial Corp,Large,Financials,Consumer Finance
CACC,Credit Acceptance Corp,Mid,Financials,Consumer Finance
DFS,Discover Financial Services,Large,Financials,Consumer Finance
FCFS,First Cash Financial Services Inc,Small,Financials,Consumer Finance
GDOT,Green Dot Corp,Small,Financials,Consumer Finance
LC,LendingClub Corp,Small,Financials,Consumer Finance
NAVI,Navient Corp,Mid,Financials,Consumer Finance
NNI,Nelnet Inc,Small,Financials,Consumer Finance
OMF,OneMain Holdings Inc,Mid,Financials,Consumer Finance
PRAA,PRA Group Inc,Small,Financials,Consumer Finance
SC,Santander Consumer USA Holdings Inc,Mid,Financials,Consumer Finance
SLM,SLM Corp,Small,Financials,Consumer Finance
SYF,Synchrony Financial,Large,Financials,Consumer Finance
CBOE,CBOE Holdings Inc,Mid,Financials,Diversified Financial Services
CME,CME Group Inc,Large,Financials,Diversified Financial Services
FDS,FactSet Research Systems Inc,Mid,Financials,Diversified Financial Services
ICE,Intercontinental Exchange Inc,Large,Financials,Diversified Financial Services
LUK,Leucadia National Corp,Mid,Financials,Diversified Financial Services
MKTX,Marketaxess Holdings Inc,Mid,Financials,Diversified Financial Services
MRKT,Markit Ltd,Mid,Financials,Diversified Financial Services
MHFI,McGraw Hill Financial Inc,Large,Financials,Diversified Financial Services
MCO,Moody's Corp,Large,Financials,Diversified Financial Services
MORN,Morningstar Inc,Mid,Financials,Diversified Financial Services
MSCI,MSCI Inc,Mid,Financials,Diversified Financial Services
NDAQ,Nasdaq Inc,Mid,Financials,Diversified Financial Services
TPL,Texas Pacific Land Trust,Small,Financials,Diversified Financial Services
VOYA,Voya Financial Inc,Mid,Financials,Diversified Financial Services
AEG,Aegon NV,Mid,Financials,Insurance
AFL,Aflac Inc,Large,Financials,Insurance
Y,Alleghany Corp,Mid,Financials,Insurance
AWH,Allied World Assurance Company Holdings Ltd,Small,Financials,Insurance
ALL,Allstate Corp,Large,Financials,Insurance
AEL,American Equity Investment Life Holding Co,Small,Financials,Insurance
AFG,American Financial Group Inc,Mid,Financials,Insurance
AIG,American International Group Inc,Large,Financials,Insurance
ANAT,American National Insurance Co,Small,Financials,Insurance
AOREF,American Overseas Group Ltd,Small,Financials,Insurance
AFSI,AmTrust Financial Services Inc,Mid,Financials,Insurance
AON,Aon PLC,Large,Financials,Insurance
ACGL,Arch Capital Group Ltd,Mid,Financials,Insurance
AGII,Argo Group International Holdings Ltd,Small,Financials,Insurance
AJG,Arthur J Gallagher & Co,Mid,Financials,Insurance
AHL,Aspen Insurance Holdings Ltd,Small,Financials,Insurance
AIZ,Assurant Inc,Mid,Financials,Insurance
AGO,Assured Guaranty Ltd,Small,Financials,Insurance
AXS,AXIS Capital Holdings Ltd,Mid,Financials,Insurance
BRO,Brown & Brown Inc,Mid,Financials,Insurance
CB,Chubb Ltd,Large,Financials,Insurance
CINF,Cincinnati Financial Corp,Mid,Financials,Insurance
CNA,CNA Financial Corp,Mid,Financials,Insurance
CNO,CNO Financial Group Inc,Small,Financials,Insurance
ENH,Endurance Specialty Holdings Ltd,Mid,Financials,Insurance
ESGR,Enstar Group Ltd,Small,Financials,Insurance
ERIE,Erie Indemnity Co,Mid,Financials,Insurance
RE,Everest Re Group Ltd,Mid,Financials,Insurance
FRFHF,Fairfax Financial Holdings Ltd,Mid,Financials,Insurance
FFG,FBL Financial Group Inc,Small,Financials,Insurance
FGL,Fidelity & Guaranty Life,Small,Financials,Insurance
FNF,Fidelity National Financial Inc,Mid,Financials,Insurance
FAF,First American Financial Corp,Mid,Financials,Insurance
GNW,Genworth Financial Inc,Small,Financials,Insurance
THG,Hanover Insurance Group Inc,Mid,Financials,Insurance
HIG,Hartford Financial Services Group Inc,Large,Financials,Insurance
HMN,Horace Mann Educators Corp,Small,Financials,Insurance
KMPR,Kemper Corp,Small,Financials,Insurance
LNC,Lincoln National Corp,Mid,Financials,Insurance
L,Loews Corp,Mid,Financials,Insurance
MFC,Manulife Financial Corp,Large,Financials,Insurance
MKL,Markel Corp,Mid,Financials,Insurance
MMC,Marsh & McLennan Companies Inc,Large,Financials,Insurance
MBI,MBIA Inc,Small,Financials,Insurance
MCY,Mercury General Corp,Small,Financials,Insurance
MET,Metlife Inc,Large,Financials,Insurance
NGHC,National General Holdings Corp,Small,Financials,Insurance
NAVG,Navigators Group Inc,Small,Financials,Insurance
ORI,Old Republic International Corp,Mid,Financials,Insurance
OB,OneBeacon Insurance Group Ltd,Small,Financials,Insurance
PRI,Primerica Inc,Small,Financials,Insurance
PFG,Principal Financial Group Inc,Mid,Financials,Insurance
PRA,ProAssurance Corp,Small,Financials,Insurance
PGR,Progressive Corp,Large,Financials,Insurance
PRU,Prudential Financial Inc,Large,Financials,Insurance
RGA,Reinsurance Group of America Inc,Mid,Financials,Insurance
RNR,Renaissancere Holdings Ltd,Mid,Financials,Insurance
RLI,RLI Corp,Small,Financials,Insurance
SIGI,Selective Insurance Group Inc,Small,Financials,Insurance
SLF,Sun Life Financial Inc,Large,Financials,Insurance
TPRE,Third Point Reinsurance Ltd,Small,Financials,Insurance
TMK,Torchmark Corp,Mid,Financials,Insurance
TRV,Travelers Companies Inc,Large,Financials,Insurance
UFCS,United Fire Group Inc,Small,Financials,Insurance
UNM,Unum Group,Mid,Financials,Insurance
VR,Validus Holdings Ltd,Mid,Financials,Insurance
WRB,W. R. Berkley Corp,Mid,Financials,Insurance
WTM,White Mountains Insurance Group Ltd,Mid,Financials,Insurance
WLTW,Willis Towers Watson PLC,Mid,Financials,Insurance
XL,XL Group PLC,Mid,Financials,Insurance
AKR,Acadia Realty Trust,Small,Financials,Real Estate Investment Trusts (REITs)
ALX,Alexander's Inc,Small,Financials,Real Estate Investment Trusts (REITs)
ARE,Alexandria Real Estate Equities Inc,Mid,Financials,Real Estate Investment Trusts (REITs)
AAT,American Assets Trust Inc,Small,Financials,Real Estate Investment Trusts (REITs)
ACC,American Campus Communities Inc,Mid,Financials,Real Estate Investment Trusts (REITs)
AGNC,American Capital Agency Corp,Mid,Financials,Real Estate Investment Trusts (REITs)
AMH,American Homes 4 Rent,Small,Financials,Real Estate Investment Trusts (REITs)
NLY,Annaly Capital Management Inc,Mid,Financials,Real Estate Investment Trusts (REITs)
AIV,Apartment Investment and Management Co,Mid,Financials,Real Estate Investment Trusts (REITs)
ARI,Apollo Commercial Real Estate Finance Inc,Small,Financials,Real Estate Investment Trusts (REITs)
APLE,Apple Hospitality REIT Inc,Small,Financials,Real Estate Investment Trusts (REITs)
AVB,AvalonBay Communities Inc,Large,Financials,Real Estate Investment Trusts (REITs)
BXMT,Blackstone Mortgage Trust Inc,Small,Financials,Real Estate Investment Trusts (REITs)
BOWFF,Boardwalk Real Estate Investment Trust,Small,Financials,Real Estate Investment Trusts (REITs)
BXP,Boston Properties Inc,Large,Financials,Real Estate Investment Trusts (REITs)
BDN,Brandywine Realty Trust,Small,Financials,Real Estate Investment Trusts (REITs)
BRX,Brixmor Property Group Inc,Mid,Financials,Real Estate Investment Trusts (REITs)
CPT,Camden Property Trust,Mid,Financials,Real Estate Investment Trusts (REITs)
CCP,Care Capital Properties Inc,Small,Financials,Real Estate Investment Trusts (REITs)
CBL,CBL & Associates Properties Inc,Small,Financials,Real Estate Investment Trusts (REITs)
CHSP,Chesapeake Lodging Trust,Small,Financials,Real Estate Investment Trusts (REITs)
CIM,Chimera Investment Corp,Small,Financials,Real Estate Investment Trusts (REITs)
CMCT,CIM Commercial Trust Corp,Small,Financials,Real Estate Investment Trusts (REITs)
CLNY,Colony Capital Inc,Small,Financials,Real Estate Investment Trusts (REITs)
SFR,Colony Starwood Homes,Small,Financials,Real Estate Investment Trusts (REITs)
CXP,Columbia Property Trust Inc,Small,Financials,Real Estate Investment Trusts (REITs)
CSAL,Communications Sales & Leasing Inc,Small,Financials,Real Estate Investment Trusts (REITs)
COR,CoreSite Realty Corp,Small,Financials,Real Estate Investment Trusts (REITs)
OFC,Corporate Office Properties Trust,Small,Financials,Real Estate Investment Trusts (REITs)
CXW,Corrections Corp of America,Mid,Financials,Real Estate Investment Trusts (REITs)
CUZ,Cousins Properties Inc,Small,Financials,Real Estate Investment Trusts (REITs)
CUBE,CubeSmart,Mid,Financials,Real Estate Investment Trusts (REITs)
CONE,CyrusOne Inc,Mid,Financials,Real Estate Investment Trusts (REITs)
CYS,CYS Investments Inc,Small,Financials,Real Estate Investment Trusts (REITs)
DCT,DCT Industrial Trust Inc,Small,Financials,Real Estate Investment Trusts (REITs)
DDR,DDR Corp,Mid,Financials,Real Estate Investment Trusts (REITs)
DRH,DiamondRock Hospitality Co,Small,Financials,Real Estate Investment Trusts (REITs)
DLR,Digital Realty Trust Inc,Mid,Financials,Real Estate Investment Trusts (REITs)
DEI,Douglas Emmett Inc,Mid,Financials,Real Estate Investment Trusts (REITs)
DRE,Duke Realty Corp,Mid,Financials,Real Estate Investment Trusts (REITs)
DFT,DuPont Fabros Technology Inc,Small,Financials,Real Estate Investment Trusts (REITs)
EGP,Eastgroup Properties Inc,Small,Financials,Real Estate Investment Trusts (REITs)
EDR,Education Realty Trust Inc,Small,Financials,Real Estate Investment Trusts (REITs)
ESRT,Empire State Realty Trust Inc,Small,Financials,Real Estate Investment Trusts (REITs)
EPR,EPR Properties,Mid,Financials,Real Estate Investment Trusts (REITs)
EQC,Equity Commonwealth,Small,Financials,Real Estate Investment Trusts (REITs)
ELS,Equity LifeStyle Properties Inc,Mid,Financials,Real Estate Investment Trusts (REITs)
EQY,Equity One Inc,Mid,Financials,Real Estate Investment Trusts (REITs)
EQR,Equity Residential,Large,Financials,Real Estate Investment Trusts (REITs)
ESS,Essex Property Trust Inc,Mid,Financials,Real Estate Investment Trusts (REITs)
EXR,Extra Space Storage Inc,Mid,Financials,Real Estate Investment Trusts (REITs)
FRT,Federal Realty Investment Trust,Mid,Financials,Real Estate Investment Trusts (REITs)
FCH,Felcor Lodging Trust Inc,Small,Financials,Real Estate Investment Trusts (REITs)
FR,First Industrial Realty Trust Inc,Small,Financials,Real Estate Investment Trusts (REITs)
FCPT,Four Corners Property Trust Inc,Small,Financials,Real Estate Investment Trusts (REITs)
FSP,Franklin Street Properties Corp,Small,Financials,Real Estate Investment Trusts (REITs)
GLPI,Gaming and Leisure Properties Inc,Mid,Financials,Real Estate Investment Trusts (REITs)
GGP,General Growth Properties Inc,Large,Financials,Real Estate Investment Trusts (REITs)
GEO,Geo Group Inc,Small,Financials,Real Estate Investment Trusts (REITs)
GNL,Global Net Lease Inc,Small,Financials,Real Estate Investment Trusts (REITs)
GOV,Government Properties Income Trust,Small,Financials,Real Estate Investment Trusts (REITs)
GPT,Gramercy Property Trust,Mid,Financials,Real Estate Investment Trusts (REITs)
HTS,Hatteras Financial Corp,Small,Financials,Real Estate Investment Trusts (REITs)
HCP,HCP Inc,Mid,Financials,Real Estate Investment Trusts (REITs)
HR,Healthcare Realty Trust Inc,Small,Financials,Real Estate Investment Trusts (REITs)
HTA,Healthcare Trust Of America Inc,Mid,Financials,Real Estate Investment Trusts (REITs)
HIW,Highwoods Properties Inc,Mid,Financials,Real Estate Investment Trusts (REITs)
HPT,Hospitality Properties Trust,Mid,Financials,Real Estate Investment Trusts (REITs)
HST,Host Hotels & Resorts Inc,Mid,Financials,Real Estate Investment Trusts (REITs)
HPP,Hudson Pacific Properties Inc,Small,Financials,Real Estate Investment Trusts (REITs)
HIFR,InfraREIT Inc,Small,Financials,Real Estate Investment Trusts (REITs)
IVR,Invesco Mortgage Capital Inc,Small,Financials,Real Estate Investment Trusts (REITs)
KRC,Kilroy Realty Corp,Mid,Financials,Real Estate Investment Trusts (REITs)
KIM,Kimco Realty Corp,Mid,Financials,Real Estate Investment Trusts (REITs)
KRG,Kite Realty Group Trust,Small,Financials,Real Estate Investment Trusts (REITs)
LADR,Ladder Capital Corp,Small,Financials,Real Estate Investment Trusts (REITs)
LHO,LaSalle Hotel Properties,Small,Financials,Real Estate Investment Trusts (REITs)
LXP,Lexington Realty Trust,Small,Financials,Real Estate Investment Trusts (REITs)
LPT,Liberty Property Trust,Mid,Financials,Real Estate Investment Trusts (REITs)
LTC,LTC Properties Inc,Small,Financials,Real Estate Investment Trusts (REITs)
MAC,Macerich Co,Mid,Financials,Real Estate Investment Trusts (REITs)
CLI,Mack-Cali Realty Corp,Small,Financials,Real Estate Investment Trusts (REITs)
MPW,Medical Properties Trust Inc,Small,Financials,Real Estate Investment Trusts (REITs)
MFA,MFA Financial Inc,Small,Financials,Real Estate Investment Trusts (REITs)
MAA,Mid-America Apartment Communities Inc,Mid,Financials,Real Estate Investment Trusts (REITs)
MORE,Monogram Residential Trust Inc,Small,Financials,Real Estate Investment Trusts (REITs)
NHI,National Health Investors Inc,Small,Financials,Real Estate Investment Trusts (REITs)
NNN,National Retail Properties Inc,Mid,Financials,Real Estate Investment Trusts (REITs)
NRZ,New Residential Investment Corp,Small,Financials,Real Estate Investment Trusts (REITs)
NYRT,New York REIT Inc,Small,Financials,Real Estate Investment Trusts (REITs)
NRF,Northstar Realty Finance Corp,Small,Financials,Real Estate Investment Trusts (REITs)
OHI,Omega Healthcare Investors Inc,Mid,Financials,Real Estate Investment Trusts (REITs)
OUT,OUTFRONT Media Inc,Small,Financials,Real Estate Investment Trusts (REITs)
PGRE,Paramount Group Inc,Small,Financials,Real Estate Investment Trusts (REITs)
PKY,Parkway Properties Inc,Small,Financials,Real Estate Investment Trusts (REITs)
PEB,Pebblebrook Hotel Trust,Small,Financials,Real Estate Investment Trusts (REITs)
PEI,Pennsylvania Real Estate Investment Trust,Small,Financials,Real Estate Investment Trusts (REITs)
